index,prob
1,0.00222916264864582
2,0.094160550165851
3,0.308128639378371
4,0.321252380699185
5,0.179519657493688
6,0.0683645313307227
7,0.0201238801053795
8,0.00492699964441368
9,0.00129419853374291
