index,prob
1,0.28693144700606
2,0.282844565198586
3,0.152990538751945
4,0.0947185729511586
5,0.0611020129547448
6,0.040264095253412
7,0.026883514287746
8,0.0181108996071314
9,0.0122804745864992
10,0.00836822234280331
11,0.0057244670239409
12,0.00392821456806926
13,0.00270255420003049
14,0.00186333807742569
15,0.0012870831904471
